Data As Of,Totals By,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2023-09-27,By Month,Texas,Male,1-4 years,0,27,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,29,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,239,0,0
2023-09-27,By Month,Texas,Male,18-29 years,31,387,18,0
2023-09-27,By Month,Texas,Male,25-34 years,64,437,43,0
2023-09-27,By Month,Texas,Male,30-39 years,90,485,60,0
2023-09-27,By Month,Texas,Male,35-44 years,116,590,73,0
2023-09-27,By Month,Texas,Male,40-49 years,194,776,117,0
2023-09-27,By Month,Texas,Male,45-54 years,316,1080,207,0
2023-09-27,By Month,Texas,Male,50-64 years,834,3096,583,0
2023-09-27,By Month,Texas,Male,55-64 years,645,2443,452,0
2023-09-27,By Month,Texas,Male,65-74 years,873,3411,691,0
2023-09-27,By Month,Texas,Male,75-84 years,955,3675,742,0
2023-09-27,By Month,Texas,Male,85 years and over,756,2962,548,0
2023-09-27,By Month,Texas,Female,All Ages,2746,12896,2073,23
2023-09-27,By Month,Texas,Female,Under 1 year,0,95,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,147,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,18,0,0
2023-09-27,By Month,Texas,Female,15-24 years,14,91,0,0
2023-09-27,By Month,Texas,Female,18-29 years,29,155,17,0
2023-09-27,By Month,Texas,Female,25-34 years,42,199,27,0
2023-09-27,By Month,Texas,Female,30-39 years,57,265,41,0
2023-09-27,By Month,Texas,Female,35-44 years,81,340,55,0
2023-09-27,By Month,Texas,Female,40-49 years,132,487,88,0
2023-09-27,By Month,Texas,Female,45-54 years,196,702,146,0
2023-09-27,By Month,Texas,Female,50-64 years,503,1963,388,0
2023-09-27,By Month,Texas,Female,55-64 years,389,1556,297,0
2023-09-27,By Month,Texas,Female,65-74 years,650,2552,513,0
2023-09-27,By Month,Texas,Female,75-84 years,699,3209,557,0
2023-09-27,By Month,Texas,Female,85 years and over,669,4118,464,0
2023-09-27,By Month,Texas,All Sexes,All Ages,4803,23084,3756,25
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,151,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,12,280,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,43,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,46,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,10,285,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,33,494,22,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,55,525,38,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,82,662,60,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,120,827,100,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,189,987,148,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,296,1414,215,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,921,3983,719,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,746,3115,589,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,1212,5046,997,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,1286,5833,999,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,1068,5799,803,0
2023-09-27,By Month,Texas,Male,All Ages,2806,12477,2201,11
2023-09-27,By Month,Texas,Male,Under 1 year,0,77,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,153,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,30,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,23,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,205,0,0
2023-09-27,By Month,Texas,Male,18-29 years,19,355,13,0
2023-09-27,By Month,Texas,Male,25-34 years,37,378,25,0
2023-09-27,By Month,Texas,Male,30-39 years,56,465,41,0
2023-09-27,By Month,Texas,Male,35-44 years,74,546,64,0
2023-09-27,By Month,Texas,Male,40-49 years,108,611,84,0
2023-09-27,By Month,Texas,Male,45-54 years,172,877,125,0
2023-09-27,By Month,Texas,Male,50-64 years,532,2443,432,0
2023-09-27,By Month,Texas,Male,55-64 years,428,1891,352,0
2023-09-27,By Month,Texas,Male,65-74 years,742,2930,604,0
2023-09-27,By Month,Texas,Male,75-84 years,774,3088,598,0
2023-09-27,By Month,Texas,Male,85 years and over,568,2432,421,0
2023-09-27,By Month,Texas,Female,All Ages,1997,10607,1555,14
2023-09-27,By Month,Texas,Female,Under 1 year,0,74,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,127,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,13,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,23,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,80,0,0
2023-09-27,By Month,Texas,Female,18-29 years,14,139,0,0
2023-09-27,By Month,Texas,Female,25-34 years,18,147,13,0
2023-09-27,By Month,Texas,Female,30-39 years,26,197,19,0
2023-09-27,By Month,Texas,Female,35-44 years,46,281,36,0
2023-09-27,By Month,Texas,Female,40-49 years,81,376,64,0
2023-09-27,By Month,Texas,Female,45-54 years,124,537,90,0
2023-09-27,By Month,Texas,Female,50-64 years,389,1540,287,0
2023-09-27,By Month,Texas,Female,55-64 years,318,1224,237,0
2023-09-27,By Month,Texas,Female,65-74 years,470,2116,393,0
2023-09-27,By Month,Texas,Female,75-84 years,512,2745,401,0
2023-09-27,By Month,Texas,Female,85 years and over,500,3367,382,0
2023-09-27,By Month,Texas,All Sexes,All Ages,1363,20441,1716,44
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,188,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,337,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,38,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,52,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,298,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,12,499,11,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,23,549,18,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,31,634,29,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,46,786,50,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,66,1008,83,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,80,1331,106,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,253,3525,344,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,211,2761,288,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,356,4381,439,13
2023-09-27,By Month,Texas,All Sexes,75-84 years,348,5002,458,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,288,5055,343,12
2023-09-27,By Month,Texas,Male,All Ages,771,10926,974,21
2023-09-27,By Month,Texas,Male,Under 1 year,0,105,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,191,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,19,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,25,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,219,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,372,0,0
2023-09-27,By Month,Texas,Male,25-34 years,14,392,12,0
2023-09-27,By Month,Texas,Male,30-39 years,22,428,15,0
2023-09-27,By Month,Texas,Male,35-44 years,30,492,25,0
2023-09-27,By Month,Texas,Male,40-49 years,38,618,45,0
2023-09-27,By Month,Texas,Male,45-54 years,45,828,57,0
2023-09-27,By Month,Texas,Male,50-64 years,144,2200,201,0
2023-09-27,By Month,Texas,Male,55-64 years,121,1729,171,0
2023-09-27,By Month,Texas,Male,65-74 years,224,2538,266,0
2023-09-27,By Month,Texas,Male,75-84 years,202,2602,273,0
2023-09-27,By Month,Texas,Male,85 years and over,130,1977,164,0
2023-09-27,By Month,Texas,Female,All Ages,592,9515,742,23
2023-09-27,By Month,Texas,Female,Under 1 year,0,83,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,146,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,19,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,27,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,79,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,127,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,157,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,206,14,0
2023-09-27,By Month,Texas,Female,35-44 years,16,294,25,0
2023-09-27,By Month,Texas,Female,40-49 years,28,390,38,0
2023-09-27,By Month,Texas,Female,45-54 years,35,503,49,0
2023-09-27,By Month,Texas,Female,50-64 years,109,1325,143,0
2023-09-27,By Month,Texas,Female,55-64 years,90,1032,117,0
2023-09-27,By Month,Texas,Female,65-74 years,132,1843,173,0
2023-09-27,By Month,Texas,Female,75-84 years,146,2400,185,0
2023-09-27,By Month,Texas,Female,85 years and over,158,3078,179,0
2023-09-27,By Month,Texas,All Sexes,All Ages,437,18217,1134,31
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,195,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,327,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,38,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,47,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,271,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,447,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,490,15,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,11,594,24,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,12,721,25,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,22,886,42,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,33,1214,58,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,76,3283,186,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,61,2561,158,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,105,3843,290,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,105,4394,326,10
2023-09-27,By Month,Texas,All Sexes,85 years and over,110,4443,254,0
2023-09-27,By Month,Texas,Male,All Ages,240,9742,633,15
2023-09-27,By Month,Texas,Male,Under 1 year,0,124,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,208,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,21,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,30,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,192,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,316,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,344,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,403,14,0
2023-09-27,By Month,Texas,Male,35-44 years,0,477,15,0
2023-09-27,By Month,Texas,Male,40-49 years,17,585,25,0
2023-09-27,By Month,Texas,Male,45-54 years,22,777,33,0
2023-09-27,By Month,Texas,Male,50-64 years,48,2011,117,0
2023-09-27,By Month,Texas,Male,55-64 years,40,1558,101,0
2023-09-27,By Month,Texas,Male,65-74 years,61,2203,175,0
2023-09-27,By Month,Texas,Male,75-84 years,56,2239,167,0
2023-09-27,By Month,Texas,Male,85 years and over,45,1777,129,0
2023-09-27,By Month,Texas,Female,All Ages,197,8475,501,16
2023-09-27,By Month,Texas,Female,Under 1 year,0,71,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,119,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,79,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,131,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,146,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,191,10,0
2023-09-27,By Month,Texas,Female,35-44 years,0,244,10,0
2023-09-27,By Month,Texas,Female,40-49 years,0,301,17,0
2023-09-27,By Month,Texas,Female,45-54 years,11,437,25,0
2023-09-27,By Month,Texas,Female,50-64 years,28,1272,69,0
2023-09-27,By Month,Texas,Female,55-64 years,21,1003,57,0
2023-09-27,By Month,Texas,Female,65-74 years,44,1640,115,0
2023-09-27,By Month,Texas,Female,75-84 years,49,2155,159,0
2023-09-27,By Month,Texas,Female,85 years and over,65,2666,125,0
2023-09-27,By Month,Texas,All Sexes,All Ages,323,18427,1059,14
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,162,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,345,11,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,50,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,77,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,331,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,504,14,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,528,14,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,12,673,24,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,11,799,32,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,14,929,44,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,22,1236,62,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,60,3367,184,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,49,2635,151,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,62,3793,252,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,77,4369,266,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,93,4447,264,0
2023-09-27,By Month,Texas,Male,All Ages,154,9967,595,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,96,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,199,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,24,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,39,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,246,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,375,10,0
2023-09-27,By Month,Texas,Male,25-34 years,0,381,11,0
2023-09-27,By Month,Texas,Male,30-39 years,0,461,18,0
2023-09-27,By Month,Texas,Male,35-44 years,0,516,22,0
2023-09-27,By Month,Texas,Male,40-49 years,0,586,28,0
2023-09-27,By Month,Texas,Male,45-54 years,11,794,38,0
2023-09-27,By Month,Texas,Male,50-64 years,28,2102,108,0
2023-09-27,By Month,Texas,Male,55-64 years,22,1627,88,0
2023-09-27,By Month,Texas,Male,65-74 years,36,2170,146,0
2023-09-27,By Month,Texas,Male,75-84 years,38,2333,153,0
2023-09-27,By Month,Texas,Male,85 years and over,39,1741,125,0
2023-09-27,By Month,Texas,Female,All Ages,169,8460,464,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,66,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,146,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,26,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,38,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,85,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,129,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,147,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,212,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,283,10,0
2023-09-27,By Month,Texas,Female,40-49 years,0,343,16,0
2023-09-27,By Month,Texas,Female,45-54 years,11,442,24,0
2023-09-27,By Month,Texas,Female,50-64 years,32,1265,76,0
2023-09-27,By Month,Texas,Female,55-64 years,27,1008,63,0
2023-09-27,By Month,Texas,Female,65-74 years,26,1623,106,0
2023-09-27,By Month,Texas,Female,75-84 years,39,2036,113,0
2023-09-27,By Month,Texas,Female,85 years and over,54,2706,139,0
2023-09-27,By Month,Texas,All Sexes,All Ages,518,18491,1079,17
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,196,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,352,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,35,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,60,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,361,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,564,14,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,0,588,12,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,0,689,18,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,14,818,38,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,18,981,42,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,24,1230,51,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,87,3195,185,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,73,2493,153,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,103,3949,260,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,147,4393,278,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,147,4368,276,0
2023-09-27,By Month,Texas,Male,All Ages,263,9819,597,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,111,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,223,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,21,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,40,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,261,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,417,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,440,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,489,10,0
2023-09-27,By Month,Texas,Male,35-44 years,0,558,22,0
2023-09-27,By Month,Texas,Male,40-49 years,12,643,27,0
2023-09-27,By Month,Texas,Male,45-54 years,14,780,30,0
2023-09-27,By Month,Texas,Male,50-64 years,52,1908,109,0
2023-09-27,By Month,Texas,Male,55-64 years,45,1469,91,0
2023-09-27,By Month,Texas,Male,65-74 years,57,2281,158,0
2023-09-27,By Month,Texas,Male,75-84 years,78,2197,142,0
2023-09-27,By Month,Texas,Male,85 years and over,56,1661,141,0
2023-09-27,By Month,Texas,Female,All Ages,255,8672,482,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,85,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,129,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,14,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,20,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,100,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,147,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,148,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,200,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,260,16,0
2023-09-27,By Month,Texas,Female,40-49 years,0,338,15,0
2023-09-27,By Month,Texas,Female,45-54 years,10,450,21,0
2023-09-27,By Month,Texas,Female,50-64 years,35,1287,76,0
2023-09-27,By Month,Texas,Female,55-64 years,28,1024,62,0
2023-09-27,By Month,Texas,Female,65-74 years,46,1668,102,0
2023-09-27,By Month,Texas,Female,75-84 years,69,2196,136,0
2023-09-27,By Month,Texas,Female,85 years and over,91,2707,135,0
2023-09-27,By Month,Texas,All Sexes,All Ages,1090,20114,1381,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,214,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,396,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,44,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,77,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,342,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,10,543,13,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,11,607,17,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,14,729,25,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,24,832,34,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,30,1040,51,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,47,1334,70,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,144,3544,218,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,113,2802,180,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,230,4248,324,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,304,4824,405,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,355,4790,338,0
2023-09-27,By Month,Texas,Male,All Ages,602,10969,738,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,131,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,245,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,26,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,41,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,260,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,411,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,440,0,0
2023-09-27,By Month,Texas,Male,30-39 years,0,525,18,0
2023-09-27,By Month,Texas,Male,35-44 years,16,562,24,0
2023-09-27,By Month,Texas,Male,40-49 years,18,665,27,0
2023-09-27,By Month,Texas,Male,45-54 years,31,849,38,0
2023-09-27,By Month,Texas,Male,50-64 years,93,2213,128,0
2023-09-27,By Month,Texas,Male,55-64 years,71,1750,105,0
2023-09-27,By Month,Texas,Male,65-74 years,137,2489,183,0
2023-09-27,By Month,Texas,Male,75-84 years,172,2543,218,0
2023-09-27,By Month,Texas,Male,85 years and over,162,1878,151,0
2023-09-27,By Month,Texas,Female,All Ages,488,9145,643,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,83,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,151,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,18,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,36,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,82,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,132,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,167,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,204,0,0
2023-09-27,By Month,Texas,Female,35-44 years,0,270,10,0
2023-09-27,By Month,Texas,Female,40-49 years,12,375,24,0
2023-09-27,By Month,Texas,Female,45-54 years,16,485,32,0
2023-09-27,By Month,Texas,Female,50-64 years,51,1331,90,0
2023-09-27,By Month,Texas,Female,55-64 years,42,1052,75,0
2023-09-27,By Month,Texas,Female,65-74 years,93,1759,141,0
2023-09-27,By Month,Texas,Female,75-84 years,132,2281,187,0
2023-09-27,By Month,Texas,Female,85 years and over,193,2912,187,0
2023-09-27,By Month,Texas,All Sexes,All Ages,1132,19549,1341,0
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,190,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,11,332,0,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,32,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,56,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,300,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,475,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,11,505,13,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,10,647,13,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,20,785,24,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,31,931,38,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,46,1282,62,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,139,3417,217,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,109,2652,177,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,223,4154,350,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,336,4799,386,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,374,4794,320,0
2023-09-27,By Month,Texas,Male,All Ages,633,10567,743,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,113,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,210,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,17,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,39,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,232,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,372,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,389,10,0
2023-09-27,By Month,Texas,Male,30-39 years,0,468,10,0
2023-09-27,By Month,Texas,Male,35-44 years,0,546,16,0
2023-09-27,By Month,Texas,Male,40-49 years,17,606,23,0
2023-09-27,By Month,Texas,Male,45-54 years,27,821,35,0
2023-09-27,By Month,Texas,Male,50-64 years,81,2088,112,0
2023-09-27,By Month,Texas,Male,55-64 years,63,1587,90,0
2023-09-27,By Month,Texas,Male,65-74 years,124,2395,209,0
2023-09-27,By Month,Texas,Male,75-84 years,208,2540,214,0
2023-09-27,By Month,Texas,Male,85 years and over,187,1888,163,0
2023-09-27,By Month,Texas,Female,All Ages,499,8982,598,0
2023-09-27,By Month,Texas,Female,Under 1 year,0,77,0,0
2023-09-27,By Month,Texas,Female,0-17 years,0,122,0,0
2023-09-27,By Month,Texas,Female,1-4 years,0,15,0,0
2023-09-27,By Month,Texas,Female,5-14 years,0,17,0,0
2023-09-27,By Month,Texas,Female,15-24 years,0,68,0,0
2023-09-27,By Month,Texas,Female,18-29 years,0,103,0,0
2023-09-27,By Month,Texas,Female,25-34 years,0,116,0,0
2023-09-27,By Month,Texas,Female,30-39 years,0,179,0,0
2023-09-27,By Month,Texas,Female,35-44 years,11,239,0,0
2023-09-27,By Month,Texas,Female,40-49 years,14,325,15,0
2023-09-27,By Month,Texas,Female,45-54 years,19,461,27,0
2023-09-27,By Month,Texas,Female,50-64 years,58,1329,105,0
2023-09-27,By Month,Texas,Female,55-64 years,46,1065,87,0
2023-09-27,By Month,Texas,Female,65-74 years,99,1759,141,0
2023-09-27,By Month,Texas,Female,75-84 years,128,2259,172,0
2023-09-27,By Month,Texas,Female,85 years and over,187,2906,157,0
2023-09-27,By Month,Texas,All Sexes,All Ages,745,18508,1218,11
2023-09-27,By Month,Texas,All Sexes,Under 1 year,0,212,0,0
2023-09-27,By Month,Texas,All Sexes,0-17 years,0,359,10,0
2023-09-27,By Month,Texas,All Sexes,1-4 years,0,32,0,0
2023-09-27,By Month,Texas,All Sexes,5-14 years,0,61,0,0
2023-09-27,By Month,Texas,All Sexes,15-24 years,0,301,0,0
2023-09-27,By Month,Texas,All Sexes,18-29 years,0,477,0,0
2023-09-27,By Month,Texas,All Sexes,25-34 years,12,511,12,0
2023-09-27,By Month,Texas,All Sexes,30-39 years,16,628,17,0
2023-09-27,By Month,Texas,All Sexes,35-44 years,18,748,25,0
2023-09-27,By Month,Texas,All Sexes,40-49 years,19,855,37,0
2023-09-27,By Month,Texas,All Sexes,45-54 years,24,1168,59,0
2023-09-27,By Month,Texas,All Sexes,50-64 years,106,3246,228,0
2023-09-27,By Month,Texas,All Sexes,55-64 years,87,2532,188,0
2023-09-27,By Month,Texas,All Sexes,65-74 years,143,3930,312,0
2023-09-27,By Month,Texas,All Sexes,75-84 years,197,4521,312,0
2023-09-27,By Month,Texas,All Sexes,85 years and over,262,4492,298,0
2023-09-27,By Month,Texas,Male,All Ages,388,9765,683,0
2023-09-27,By Month,Texas,Male,Under 1 year,0,104,0,0
2023-09-27,By Month,Texas,Male,0-17 years,0,188,0,0
2023-09-27,By Month,Texas,Male,1-4 years,0,16,0,0
2023-09-27,By Month,Texas,Male,5-14 years,0,26,0,0
2023-09-27,By Month,Texas,Male,15-24 years,0,215,0,0
2023-09-27,By Month,Texas,Male,18-29 years,0,332,0,0
2023-09-27,By Month,Texas,Male,25-34 years,0,357,10,0
2023-09-27,By Month,Texas,Male,30-39 years,0,430,14,0
2023-09-27,By Month,Texas,Male,35-44 years,16,488,20,0
2023-09-27,By Month,Texas,Male,40-49 years,15,531,26,0
2023-09-27,By Month,Texas,Male,45-54 years,0,691,27,0
